"","X","SNo","Date","StartupName","IndustryVertical","SubVertical","CityLocation","InvestorsName","InvestmentType","AmountInUSD","Remarks","New_Date","dd","mm","yyyy","mmyyyy","New_Date","dd","mm","yyyy","mmyyyy"
"115",182,4891,"01/04/2017","Cashe","Consumer Internet","Online & Mobile based Lending platform","Mumbai","Mathew Cyriac, Florintree Advisors,","Private Equity",3800000,"","01/04/2017",1,4,2017,"04-2017","01/04/2017","01","04","2017","04-2017"
"116",183,4892,"03/04/2017","Eruditus","Education","Executive Education Provider","Mumbai","Bertelsmann India","Private Equity",8200000,"","03/04/2017",3,4,2017,"04-2017","03/04/2017","03","04","2017","04-2017"
"117",185,4893,"03/04/2017","Healthcare at Home","Healthcare","Home Healthcare Provider","Noida","Quadria Capital Advisors","Private Equity",40000000,"","03/04/2017",3,4,2017,"04-2017","03/04/2017","03","04","2017","04-2017"
"118",188,4894,"04/04/2017","WayCool","Food & Beverage","Fresh-Produce Distribution Platform","Chennai","Aspada Investments","Private Equity",2700000,"","04/04/2017",4,4,2017,"04-2017","04/04/2017","04","04","2017","04-2017"
"119",189,4895,"04/04/2017","Perfios","Technology","Fin-Tech Solutions","Bangalore","Bessemer Venture Partners","Private Equity",6100000,"","04/04/2017",4,4,2017,"04-2017","04/04/2017","04","04","2017","04-2017"
"120",190,4896,"04/04/2017","Whatfix","Technology","Interactive Tech-Support Guides","Bangalore","Stellaris Venture Partners, Helion Venture Partners, Powerhouse Ventures, Gokul Rajaram, Girish Mathrubootham, Aneesh Reddy, Vispi Daver","Private Equity",3690000,"","04/04/2017",4,4,2017,"04-2017","04/04/2017","04","04","2017","04-2017"
"121",191,4897,"04/04/2017","ElastiRun","Technology","App based Logistics & Distribution platform","Pune","Kalaari Capital, Norwest Venture Partners","Private Equity",7000000,"","04/04/2017",4,4,2017,"04-2017","04/04/2017","04","04","2017","04-2017"
"122",192,4898,"04/04/2017","Trukky","Consumer Internet","Online Truck Aggregator & Booking platform","Ahmedabad","Keyur Joshi, Pavan Bakeri","Seed Funding",500000,"","04/04/2017",4,4,2017,"04-2017","04/04/2017","04","04","2017","04-2017"
"123",193,4899,"04/04/2017","Konsult App","Consumer Internet","App based Doctor Consulting platform","New Delhi","Koen Bouwers, Lomesh Agarwal, Jeroen Mensen, Pablo van den Bosch & Others","Seed Funding",500000,"","04/04/2017",4,4,2017,"04-2017","04/04/2017","04","04","2017","04-2017"
"124",195,4900,"05/04/2017","Fingerlix","Consumer Internet","Food Delivery Platform","Mumbai","Zephyr Peacock India","Private Equity",3000000,"","05/04/2017",5,4,2017,"04-2017","05/04/2017","05","04","2017","04-2017"
"125",197,4901,"06/04/2017","Medwell Ventures","Healthcare","Home-Based Healthcare provider","Bangalore","Mahindra Partners, Eight Roads Ventures, F-Prime Capital Partners","Private Equity",21000000,"","06/04/2017",6,4,2017,"04-2017","06/04/2017","06","04","2017","04-2017"
"126",198,4902,"06/04/2017","Mech Mocha","Consumer Internet","Mobile gaming startup","Bangalore","Accel Partners, Shunwei Capital","Private Equity",5000000,"","06/04/2017",6,4,2017,"04-2017","06/04/2017","06","04","2017","04-2017"
"127",202,4903,"07/04/2017","PharmEasy","eCommerce","Online Pharmacy","Mumbai","Bessemer Venture Partners, Orios Venture Partners, Trifecta Capital,","Private Equity",18000000,"","07/04/2017",7,4,2017,"04-2017","07/04/2017","07","04","2017","04-2017"
"128",204,4904,"08/04/2017","FastFox","Consumer Internet","Online rental discovery platform","Gurgaon","Lightspeed India Partners, Blume Ventures, CyberAgent Ventures, GrowX Ventures, IMJ Investment Partners","Private Equity",4600000,"","08/04/2017",8,4,2017,"04-2017","08/04/2017","08","04","2017","04-2017"
"129",205,4905,"10/04/2017","Omnify","Technology","SaaS platform for SMEs","Bangalore","Rajan Anandan, L.D Sharma, Saurabh Arora","Seed Funding",150000,"","10/04/2017",10,4,2017,"04-2017","10/04/2017","10","04","2017","04-2017"
"130",206,4906,"10/04/2017","Capital Float","Consumer Internet","Online Lending Platform for SME","Bangalore","Mahindra and Mahindra Financial Services","Private Equity",2300000,"","10/04/2017",10,4,2017,"04-2017","10/04/2017","10","04","2017","04-2017"
"131",207,4907,"11/04/2017","Ninjacart","eCommerce","B2B agri-marketing platform","Bangalore","Accel Partners, Nandan Nilekani’s NRJN Trust, Mistletoe, Qualcomm Ventures, M&S Partners","Private Equity",5500000,"","11/04/2017",11,4,2017,"04-2017","11/04/2017","11","04","2017","04-2017"
"132",208,4908,"11/04/2017","MergerWare","Technology","Software solutions for M&As","Bangalore","Philippe Bouchet","Seed Funding",100000,"","11/04/2017",11,4,2017,"04-2017","11/04/2017","11","04","2017","04-2017"
"133",210,4909,"12/04/2017","Clovia","eCommerce","Online lingerie & Sleepwear etailer","New Delhi","Ivycap Ventures Advisors, Singularity Ventures and Ravi Dhariwal","Private Equity",4000000,"","12/04/2017",12,4,2017,"04-2017","12/04/2017","12","04","2017","04-2017"
"134",211,4910,"12/04/2017","Emiza","Logistics","Third Party Logistics provider","Mumbai","Mayfield, Nishant Rao, Dileep Nath","Private Equity",4500000,"","12/04/2017",12,4,2017,"04-2017","12/04/2017","12","04","2017","04-2017"
"135",212,4911,"12/04/2017","HackerEarth","Consumer Internet","Online Skill Assessment Platform","Bangalore","DHI Group Inc, Prime Venture Partners, Beenext, Beenos, Digital Garage, BizReach","Private Equity",4500000,"","12/04/2017",12,4,2017,"04-2017","12/04/2017","12","04","2017","04-2017"
"136",213,4912,"12/04/2017","Squadrun","Technology","Software-As-a-Service Platform","Noida","Blume Ventures, Contrarian Capital, 91springboard, Emergent Ventures, Abstract Ventures, Anthill Ventures, Axilor Ventures","Private Equity",2100000,"","12/04/2017",12,4,2017,"04-2017","12/04/2017","12","04","2017","04-2017"
"137",217,4913,"13/04/2017","WeAreHolidays","Consumer Internet","Travel Packages & Planner marketplace","Gurgaon","Urrshila Kerkar,","Private Equity",7700000,"","13/04/2017",13,4,2017,"04-2017","13/04/2017","13","04","2017","04-2017"
"138",218,4914,"14/04/2017","Ola Cabs","Consumer Internet","Cab Aggregator App","Bangalore","SIMI Pacific Pte","Private Equity",260000000,"","14/04/2017",14,4,2017,"04-2017","14/04/2017","14","04","2017","04-2017"
"139",219,4915,"15/04/2017","Myly","Consumer Internet","Mobile App for Schools","Jaipur","mall Industries Development Bank of India (SIDBI)","Seed Funding",310000,"","15/04/2017",15,4,2017,"04-2017","15/04/2017","15","04","2017","04-2017"
"140",220,4916,"17/04/2017","CrediHealth","Consumer Internet","Online Medical Assistance platform","Gurgaon","Tolaram Inc, Mountain Pine Capital","Private Equity",1500000,"","17/04/2017",17,4,2017,"04-2017","17/04/2017","17","04","2017","04-2017"
"141",223,4917,"17/04/2017","Snackible","Food & Beverages","Healthy Snacks manufacturer","Mumbai","Nibhrant Shah, Anandbir Singh, Anirudh Sheth, Pratik Singhi, Vikram Mehta, Murali Nair","Seed Funding",175000,"","17/04/2017",17,4,2017,"04-2017","17/04/2017","17","04","2017","04-2017"
"142",224,4918,"17/04/2017","Be U Salons","Consumer Internet","Online Salon discovery & Booking Services","New Delhi","Gaurav Kachru, Sundeep Singh Sahni, Jatin Aneja, Arun Malhotra","Seed Funding",620000,"","17/04/2017",17,4,2017,"04-2017","17/04/2017","17","04","2017","04-2017"
"143",226,4919,"17/04/2017","LendingKart","Consumer Internet","Lending platform for small businesses","Ahmedabad","Anicut Capital","Private Equity",4650000,"","17/04/2017",17,4,2017,"04-2017","17/04/2017","17","04","2017","04-2017"
"144",227,4920,"18/04/2017","Innefu Security Consulting","Technology","Cyber Security solutions using AI","New Delhi","IndiaNivesh Venture Capital Fund","Private Equity",2000000,"","18/04/2017",18,4,2017,"04-2017","18/04/2017","18","04","2017","04-2017"
"145",228,4921,"18/04/2017","Whodat","Technology","Markerless AR platform","Bangalore","Ideaspring Capital","Private Equity",600000,"","18/04/2017",18,4,2017,"04-2017","18/04/2017","18","04","2017","04-2017"
"146",229,4922,"18/04/2017","Absentia VR","Technology","Virtual Reality Startup","Bangalore","Exfinity Venture Partners","Private Equity",1250000,"","18/04/2017",18,4,2017,"04-2017","18/04/2017","18","04","2017","04-2017"
"147",230,4923,"19/04/2017","IOTrek","Technology","IoT Platform for Bus","New Delhi","Undisclosed Investor","Seed Funding",155000,"","19/04/2017",19,4,2017,"04-2017","19/04/2017","19","04","2017","04-2017"
"148",231,4924,"20/04/2017","HolaChef","Consumer Internet","Online Food Delivery","Mumbai","SIDBI Venture Capital Ltd, Kalaari Capital","Private Equity",3000000,"","20/04/2017",20,4,2017,"04-2017","20/04/2017","20","04","2017","04-2017"
"149",233,4925,"21/04/2017","Video Ken","Consumer Internet","Video Based Collaborative Learning","Bangalore","Ravi Garikipati, Surot Chatterjee, Ashish Agrawal, LG Chandrasekhar, Sashi Reddi","Seed Funding",1000000,"","21/04/2017",21,4,2017,"04-2017","21/04/2017","21","04","2017","04-2017"
"150",234,4926,"24/04/2017","Faasos","Food & Beverage","QSR chain and online food delivery","Pune","Ligthbox Ventures II, Lightbox Expansion Fund, Sequoia Capital India, RuNet South Asia, RB Investments","Private Equity",6300000,"","24/04/2017",24,4,2017,"04-2017","24/04/2017","24","04","2017","04-2017"
"151",235,4927,"24/04/2017","Oyo Rooms","Consumer Internet","Branded Budget Hotels Aggregator","Gurgaon","SoftBank Vision Fund, Lightspeed Venture Partners, Sequoia Capital India Advisors, Greenoaks Capital Partners","Private Equity",250000000,"","24/04/2017",24,4,2017,"04-2017","24/04/2017","24","04","2017","04-2017"
"152",236,4928,"24/04/2017","Toppr","Consumer Internet","Learning mobile app for students","Mumbai","WGG International","Private Equity",3200000,"","24/04/2017",24,4,2017,"04-2017","24/04/2017","24","04","2017","04-2017"
"153",238,4929,"25/04/2017","The Office Pass","Consumer Internet","CoWorking Spaces booking platform","Gurgaon","Arun Tadanki, Aditya Verma","Seed Funding",245000,"","25/04/2017",25,4,2017,"04-2017","25/04/2017","25","04","2017","04-2017"
"154",239,4930,"25/04/2017","UrbanClap","Consumer Internet","Mobile Services Marketplace","Gurgaon","Trifecta Capital","Private Equity",3100000,"","25/04/2017",25,4,2017,"04-2017","25/04/2017","25","04","2017","04-2017"
"155",240,4931,"26/04/2017","Awfis","Consumer Internet","Collaborative co-Working Spaces","Mumbai","Sequoia India","Private Equity",20000000,"","26/04/2017",26,4,2017,"04-2017","26/04/2017","26","04","2017","04-2017"
"156",242,4932,"26/04/2017","Flytxt","Technology","Customer data analytics software","Mumbai","DAH Beteiligungs GmbH","Private Equity",11000000,"","26/04/2017",26,4,2017,"04-2017","26/04/2017","26","04","2017","04-2017"
"157",243,4933,"26/04/2017","Howdy Ventures","Consumer Internet","Public and Private Events creation app","Chennai","S. Xavier Britto","Seed Funding",1500000,"","26/04/2017",26,4,2017,"04-2017","26/04/2017","26","04","2017","04-2017"
"158",244,4934,"26/04/2017","StalkBuyLove","eCommerce","Online fashion marketplace","New Delhi","Trifecta Capital","Private Equity",1000000,"","26/04/2017",26,4,2017,"04-2017","26/04/2017","26","04","2017","04-2017"
"159",246,4935,"27/04/2017","Scootsy","Consumer Internet","On-Demand Food Delivery","Mumbai","Agnus Capital, Khattar Holdings","Private Equity",3600000,"","27/04/2017",27,4,2017,"04-2017","27/04/2017","27","04","2017","04-2017"
"160",249,4936,"27/04/2017","iNurture","Consumer Internet","Online Educational courses","Bangalore","BlackSoil Capital Pvt. Ltd","Private Equity",1500000,"","27/04/2017",27,4,2017,"04-2017","27/04/2017","27","04","2017","04-2017"
"161",250,4937,"28/04/2017","Sepalika","Consumer Internet","Healthcare related content platform","New Delhi","Accel Partners","Seed Funding",750000,"","28/04/2017",28,4,2017,"04-2017","28/04/2017","28","04","2017","04-2017"
"162",253,4938,"01/03/2017","Ola","Consumer Internet","App based cab aggregator","Bangalore","SoftBank Group Corp","Private Equity",330000000,"","01/03/2017",1,3,2017,"03-2017","01/03/2017","01","03","2017","03-2017"
"163",254,4939,"01/03/2017","Belong","Consumer Internet","Online Jon Portal","Bangalore","Sequoia Capital India","Private Equity",10000000,"","01/03/2017",1,3,2017,"03-2017","01/03/2017","01","03","2017","03-2017"
"164",257,4940,"02/03/2017","Celes Care","Consumer Internet","Women Healthcare & Information portal","Hyderabad","Ventureast, Endiya Partners, Eight Roads Ventures, F-Prime Capital Partners","Private Equity",1500000,"","02/03/2017",2,3,2017,"03-2017","02/03/2017","02","03","2017","03-2017"
"165",258,4941,"02/03/2017","Karomi","Technology","Packaging Artwork Management software","Chennai","Ideaspring Capital","Seed Funding",500000,"","02/03/2017",2,3,2017,"03-2017","02/03/2017","02","03","2017","03-2017"
"166",259,4942,"02/03/2017","Red Carpet","Consumer Internet","Micro Lending platform","Gurgaon","Lightspeed Venture Partners","Private Equity",2500000,"","02/03/2017",2,3,2017,"03-2017","02/03/2017","02","03","2017","03-2017"
"167",261,4943,"02/03/2017","CreditMantri","Consumer Internet","Online Credit score & lending platform","Chennai","Quona Capital","Private Equity",7600000,"","02/03/2017",2,3,2017,"03-2017","02/03/2017","02","03","2017","03-2017"
"168",263,4944,"03/03/2017","Tydy","Technology","Employee Onboarding and Engagement platform","Bangalore","Bhupen Shah, Jayesh Parekh, Sanjay Sathe","Seed Funding",275000,"","03/03/2017",3,3,2017,"03-2017","03/03/2017","03","03","2017","03-2017"
"169",265,4945,"03/03/2017","Oho Shop","Technology","eCommerce Mobile App Builder","Ahmedabad","Bennett, Coleman and Company Ltd","Private Equity",6700000,"","03/03/2017",3,3,2017,"03-2017","03/03/2017","03","03","2017","03-2017"
"170",267,4946,"03/03/2017","Paytm Marketplace","ECommerce","ECommerce Marketplace","Bangalore","Alibaba","Private Equity",200000000,"","03/03/2017",3,3,2017,"03-2017","03/03/2017","03","03","2017","03-2017"
"171",268,4947,"04/03/2017","iGenetics","Healthcare","Health Diagnostic Solutions","Mumbai","CDC Group Plc","Private Equity",19500000,"","04/03/2017",4,3,2017,"03-2017","04/03/2017","04","03","2017","03-2017"
"172",269,4948,"06/03/2017","Juno Clinic","Consumer Internet","Online Counseling Platform","Mumbai","Atul Nishar","Seed Funding",1200000,"","06/03/2017",6,3,2017,"03-2017","06/03/2017","06","03","2017","03-2017"
"173",270,4949,"06/03/2017","Summerlabel","Consumer Internet","Fashion and Lifestyle discovery platform","Gurgaon","Aneesh Seth, Tushar Mittal","Seed Funding",150000,"","06/03/2017",6,3,2017,"03-2017","06/03/2017","06","03","2017","03-2017"
"174",271,4950,"06/03/2017","PickMe","Consumer Internet","Gadget Insurance & Repair Services platform","Mumbai","SIDBI Venture Capital Fund","Private Equity",1790000,"","06/03/2017",6,3,2017,"03-2017","06/03/2017","06","03","2017","03-2017"
"175",272,4951,"07/03/2017","Agrostar","Technology","Direct-to-Farmer Mobile-Based Retail platform","Pune","Accel Partners","Private Equity",10000000,"","07/03/2017",7,3,2017,"03-2017","07/03/2017","07","03","2017","03-2017"
"176",273,4952,"07/03/2017","Zapr","Technology","DSP, TV Analytics & Cross-Platform advertising","Bangalore","Star India Pvt Ltd","Private Equity",10000000,"","07/03/2017",7,3,2017,"03-2017","07/03/2017","07","03","2017","03-2017"
"177",274,4953,"07/03/2017","Data Resolve","Technology","Cyber Security Solutions","Noida","IDFC Parampara Early Stage Opportunities Fund","Private Equity",1000000,"","07/03/2017",7,3,2017,"03-2017","07/03/2017","07","03","2017","03-2017"
"178",275,4954,"07/03/2017","Book Servicing","Consumer Internet","Online Vehicle Services Booking platform","New Delhi","National Science and Technology Entrepreneurship Development Board","Seed Funding",30000,"","07/03/2017",7,3,2017,"03-2017","07/03/2017","07","03","2017","03-2017"
"179",276,4955,"07/03/2017","Blowhorn","Consumer Internet","Intra-City Logistics provider","Bangalore","IDG Ventures India, Michael & Susan Dell Foundation, Draper Associates, Unitus Seed Fund","Private Equity",3650000,"","07/03/2017",7,3,2017,"03-2017","07/03/2017","07","03","2017","03-2017"
"180",277,4956,"08/03/2017","Rivigo","Logistics","Technology Enabled Logistics Company","Gurgaon","Private Sector Banks (Debt Funding)","Private Equity",15000000,"","08/03/2017",8,3,2017,"03-2017","08/03/2017","08","03","2017","03-2017"
"181",278,4957,"08/03/2017","PipeCandy","Technology","Intelligent Sales Prospecting Platform","Chennai","IDG ventures, Axilor Ventures, Emergent Ventures, Indian Angel Network","Seed Funding",1100000,"","08/03/2017",8,3,2017,"03-2017","08/03/2017","08","03","2017","03-2017"
"182",279,4958,"08/03/2017","Supr Daily","Consumer Internet","Subscription based Home Delivery Platform","Mumbai","Y Combinator","Seed Funding",120000,"","08/03/2017",8,3,2017,"03-2017","08/03/2017","08","03","2017","03-2017"
"183",281,4959,"09/03/2017","AppBrowzer","Consumer Internet","Instant Mobile Apps Store","Bangalore","Deepak Gurnani","Seed Funding",500000,"","09/03/2017",9,3,2017,"03-2017","09/03/2017","09","03","2017","03-2017"
"184",282,4960,"09/03/2017","MagicBricks","Consumer Internet","Online Real Estate Portal","Mumbai","Times Internet Ltd","Private Equity",4500000,"","09/03/2017",9,3,2017,"03-2017","09/03/2017","09","03","2017","03-2017"
"185",283,4961,"10/03/2017","PeeBuddy","Healthcare","Female Hygiene product manufacturer","New Delhi","Indian Angel Network","Seed Funding",443000,"","10/03/2017",10,3,2017,"03-2017","10/03/2017","10","03","2017","03-2017"
"186",285,4962,"10/03/2017","Lavelle Networks","Technology","SDN Solutions","Bangalore","Ideaspring Capital","Seed Funding",600000,"","10/03/2017",10,3,2017,"03-2017","10/03/2017","10","03","2017","03-2017"
"187",288,4963,"15/03/2017","LatestOne","eCommerce","Tech Accessories e-tailer","Hyderabad","Florintree, Mathew Cyriac, Chidambaram Palaniappan, Bharat Sheth","Private Equity",3350000,"","15/03/2017",15,3,2017,"03-2017","15/03/2017","15","03","2017","03-2017"
