"","X","SNo","Date","StartupName","IndustryVertical","SubVertical","CityLocation","InvestorsName","InvestmentType","AmountInUSD","Remarks","New_Date","dd","mm","yyyy","mmyyyy","New_Date","dd","mm","yyyy","mmyyyy"
"718",1168,5494,"07/3/2016","Reach","Consumer Internet","Cross Platform P2P file sharing mobile app","Bangalore","Rebright Partners, Sol Primero, Sudhir Anandarao, Ankur Warikoo, Ankur Singla","Seed Funding",500000,"","07/03/2016",7,3,2016,"03-2016","07/03/2016","07","03","2016","03-2016"
"719",1169,5495,"07/3/2016","Vanity Cube","Consumer Internet","Hyperlocal Beauty Services platform","New Delhi","Unicorn Ventures","Seed Funding",250000,"","07/03/2016",7,3,2016,"03-2016","07/03/2016","07","03","2016","03-2016"
"720",1171,5496,"07/3/2016","Medidaili","Consumer Internet","Medical Support service platform","Bangalore","Undisclosed private investors","Seed Funding",100000,"","07/03/2016",7,3,2016,"03-2016","07/03/2016","07","03","2016","03-2016"
"721",1175,5497,"08/3/2016","LoveCycles","Consumer Internet","Women’s health Tracker","Bangalore","Prime Venture Partners","Seed Funding",750000,"","08/03/2016",8,3,2016,"03-2016","08/03/2016","08","03","2016","03-2016"
"722",1176,5498,"08/3/2016","Kartrocket","ECommerce","ECommerce SAAS platform","New Delhi","Undisclosed Japanese investor, Bertelsmann India Investments, Nirvana Digital India Fund, Nirvana Digital Investment Holding Co Ltd, 500 Start-Ups","Private Equity",8000000,"","08/03/2016",8,3,2016,"03-2016","08/03/2016","08","03","2016","03-2016"
"723",1177,5499,"08/3/2016","dunzo","Consumer Internet","Daily Task Management App","Bangalore","Aspada Investment Advisors, Blume Ventures.","Seed Funding",650000,"","08/03/2016",8,3,2016,"03-2016","08/03/2016","08","03","2016","03-2016"
"724",1179,5500,"09/3/2016","SmartVizX","Technology","Virtual Reality Solutions","Noida","Indian Angel Network, Stanford Angels, Entrepreneurs India","Seed Funding",500000,"","09/03/2016",9,3,2016,"03-2016","09/03/2016","09","03","2016","03-2016"
"725",1180,5501,"09/3/2016","MyGubbi","Real Estate","Interior Design & Home Décor Solutions","Bangalore","Vipul Parekh, ajesh K Murthy,","Seed Funding",2500000,"","09/03/2016",9,3,2016,"03-2016","09/03/2016","09","03","2016","03-2016"
"726",1181,5502,"09/3/2016","Nukkad Shops","Consumer Internet","Hyperlocal Grocery Delivery Service","Hyderabad","PurpleTalk Inc","Seed Funding",1000000,"","09/03/2016",9,3,2016,"03-2016","09/03/2016","09","03","2016","03-2016"
"727",1183,5503,"09/3/2016","Justride","Consumer Internet","Self Drive Car Rental","Mumbai","Dheeraj Jain & Other angel investors","Seed Funding",400000,"","09/03/2016",9,3,2016,"03-2016","09/03/2016","09","03","2016","03-2016"
"728",1185,5504,"10/3/2016","Big Fish Ventures","Food & Beverage","premium dining lounges Chain","New Delhi","Undisclosed investors","Private Equity",11100000,"","10/03/2016",10,3,2016,"03-2016","10/03/2016","10","03","2016","03-2016"
"729",1187,5505,"10/3/2016","Icertis","Technology","Contract Management Software Solutions platform","Pune","Ignition Partners, Greycroft Partners, Fidelity Growth Partners India","Private Equity",15000000,"","10/03/2016",10,3,2016,"03-2016","10/03/2016","10","03","2016","03-2016"
"730",11871,5506,"10/3/2016","Icertis","Technology","Contract Management Software Solutions platform","Seattle","Ignition Partners, Greycroft Partners, Fidelity Growth Partners India","Private Equity",15000000,"","10/03/2016",10,3,2016,"03-2016","10/03/2016","10","03","2016","03-2016"
"731",1188,5507,"10/3/2016","Supplified","ECommerce","Construction material eTailer","New Delhi","Mohit Goel","Seed Funding",1000000,"","10/03/2016",10,3,2016,"03-2016","10/03/2016","10","03","2016","03-2016"
"732",1190,5508,"14/3/2016","PinkBlue","ECommerce","Medical Supplies eTailer","Bangalore","Hari Krishna, Ajay Modani, Dr V Ravinder, Anirudh Rastogi, Abhishek Jain, Rakesh Gakhar, Rajeev Mudumba, Nagendra Prasad Bhanuprakash","Seed Funding",223608,"","14/03/2016",14,3,2016,"03-2016","14/03/2016","14","03","2016","03-2016"
"733",1191,5509,"14/3/2016","TruckingCube","Logistics","Domestic, Commercial, and Industrial Goods Movers","New Delhi","Agarwal Movers Group","Private Equity",14900000,"","14/03/2016",14,3,2016,"03-2016","14/03/2016","14","03","2016","03-2016"
"734",1193,5510,"15/3/2016","FlipClass","Consumer Internet","Tutor Search Platform","Bangalore","S Chand and Co Pvt Ltd, Blume Ventures","Private Equity",1000000,"","15/03/2016",15,3,2016,"03-2016","15/03/2016","15","03","2016","03-2016"
"735",1194,5511,"15/3/2016","Proximit","Technology","Advertising Technology","Pune","Funding through 1Crowd platform","Seed Funding",150000,"","15/03/2016",15,3,2016,"03-2016","15/03/2016","15","03","2016","03-2016"
"736",1195,5512,"15/3/2016","WithMe","Consumer Internet","Personalized Fashion App","Gurgaon","Alex Kuruvilla, Pradeep Guha, Saket Dhankar, Rajan Pandhare","Seed Funding",250000,"","15/03/2016",15,3,2016,"03-2016","15/03/2016","15","03","2016","03-2016"
"737",1196,5513,"16/3/2016","Gapoon","Consumer Internet","Hyperlocal Home Maintenance services","Bangalore","Chandrashekar Tallapragada, Pankaj Kapoor","Seed Funding",180000,"","16/03/2016",16,3,2016,"03-2016","16/03/2016","16","03","2016","03-2016"
"738",1199,5514,"16/3/2016","Wealthy","Consumer Internet","Online Investment management portal","Bangalore","Zishaan Hayath, Abhishek Goyal, Arjun and Rohan Malhotra, Harpreet Singh Grover, Gagan Dugal","Seed Funding",250000,"","16/03/2016",16,3,2016,"03-2016","16/03/2016","16","03","2016","03-2016"
"739",1200,5515,"17/3/2016","Pramati","Healthcare","Specialized Patient Care platform","Noida","Undisclosed investors","Seed Funding",200000,"","17/03/2016",17,3,2016,"03-2016","17/03/2016","17","03","2016","03-2016"
"740",1201,5516,"17/3/2016","Qlivery","Consumer Internet","Ondemand Concierge Service","Gurgaon","Swastika Company Ltd","Seed Funding",230000,"","17/03/2016",17,3,2016,"03-2016","17/03/2016","17","03","2016","03-2016"
"741",1202,5517,"17/3/2016","HealthEnablr","Consumer Internet","Doctor Discovery and booking platform","Mumbai","Undisclosed investors","Seed Funding",800000,"","17/03/2016",17,3,2016,"03-2016","17/03/2016","17","03","2016","03-2016"
"742",1203,5518,"17/3/2016","Liftiee","Consumer Internet","Car/ bike Pooling App","Mumbai","Rannvijay Singh, Anita Hassanandani","Seed Funding",108000,"","17/03/2016",17,3,2016,"03-2016","17/03/2016","17","03","2016","03-2016"
"743",1204,5519,"18/3/2016","Hello Curry","Food & Beverage","Quick Service Restaurant Chain","Hyderabad","Sashi Reddi & Other unnamed investors","Private Equity",1500000,"","18/03/2016",18,3,2016,"03-2016","18/03/2016","18","03","2016","03-2016"
"744",1205,5520,"19/3/2016","goSporto","Consumer Internet","Online Sports discovery and booking platform","New Delhi","Naveen Gupta","Seed Funding",30000,"","19/03/2016",19,3,2016,"03-2016","19/03/2016","19","03","2016","03-2016"
"745",1208,5521,"21/3/2016","Room On Call","Consumer Internet","Budget hotel aggregator","Gurgaon","CASHurDRIVE Marketing Pvt Ltd","Private Equity",2000000,"","21/03/2016",21,3,2016,"03-2016","21/03/2016","21","03","2016","03-2016"
"746",1209,5522,"22/3/2016","Byju’s","Consumer Internet","Educational Video Content Creator","Bangalore","Sequoia India, Sofina","Private Equity",75000000,"","22/03/2016",22,3,2016,"03-2016","22/03/2016","22","03","2016","03-2016"
"747",1210,5523,"22/3/2016","BigBasket","eCommerce","Online Grocery Shop","Bangalore","Abraaj Group","Private Equity",150000000,"","22/03/2016",22,3,2016,"03-2016","22/03/2016","22","03","2016","03-2016"
"748",1211,5524,"22/3/2016","DrivoJoy","Consumer Internet","On-demand 2-wheeler Servicing platform","Bangalore","Indian Angel Network, Tracxn Labs & Others","Seed Funding",600000,"","22/03/2016",22,3,2016,"03-2016","22/03/2016","22","03","2016","03-2016"
"749",1214,5525,"22/3/2016","CreditSeva","Consumer Internet","Online Credit management tools","Hyderabad","Pix Vine Capital, Infocomm Development Authority of Singapore","Seed Funding",360000,"","22/03/2016",22,3,2016,"03-2016","22/03/2016","22","03","2016","03-2016"
"750",1216,5526,"23/3/2016","Endless Robotics","Technology","Interior Painting Automation","Hyderabad","Devidas Desai, Vipul Gautam, Singapore Angel Network","Seed Funding",100000,"","23/03/2016",23,3,2016,"03-2016","23/03/2016","23","03","2016","03-2016"
"751",1217,5527,"23/3/2016","SP Robotics","Technology","Robotic Classes for Students","Chennai","Indian Angel Network,","Seed Funding",300000,"","23/03/2016",23,3,2016,"03-2016","23/03/2016","23","03","2016","03-2016"
"752",1219,5528,"23/3/2016","eKincare","Consumer Internet","Healthcare related solutions","Hyderabad","BitChemy Ventures, Maheshwari Investments Pvt Ltd, Anshoo Gaur, Rama Krishna Reddy, Sandeep Seerapu","Private Equity",330000,"","23/03/2016",23,3,2016,"03-2016","23/03/2016","23","03","2016","03-2016"
"753",1221,5529,"23/3/2016","Wheelstreet","Consumer Internet","Online Bike Rental platform","Bangalore","Broadbean Capital services","Private Equity",500000,"","23/03/2016",23,3,2016,"03-2016","23/03/2016","23","03","2016","03-2016"
"754",1222,5530,"24/3/2016","Horntell","Consumer Internet","Unified Push Notification service","Gurgaon","Bharanidharan Viswanathan, Sanjiv Mittal, Shobhit Shukla, Rahul Agarwal","Seed Funding",150000,"","24/03/2016",24,3,2016,"03-2016","24/03/2016","24","03","2016","03-2016"
"755",1223,5531,"28/3/2016","Schoolkart","eCommerce","Online Marketplace for Schools","Noida","Undisclosed investors","Seed Funding",300000,"","28/03/2016",28,3,2016,"03-2016","28/03/2016","28","03","2016","03-2016"
"756",1225,5532,"29/3/2016","Babygogo","Consumer Internet","Child healthcare experts aggregator mobile app","New Delhi","Rajul Garg, Daljit Singh, Aditya Vij, Kishore Kumar, Shuchin Bajaj","Seed Funding",300000,"","29/03/2016",29,3,2016,"03-2016","29/03/2016","29","03","2016","03-2016"
"757",1226,5533,"29/3/2016","Veritas Finance","Finance","Asset Based Lending platform","Chennai","Sarva Capital","Private Equity",4700000,"","29/03/2016",29,3,2016,"03-2016","29/03/2016","29","03","2016","03-2016"
"758",1227,5534,"29/3/2016","QikShip","Consumer Internet","Mobile based Logistics provider","New Delhi","undisclosed investors","Seed Funding",200000,"","29/03/2016",29,3,2016,"03-2016","29/03/2016","29","03","2016","03-2016"
"759",1228,5535,"29/3/2016","FixNix","Consumer Internet","GRC SAAS Platform","Chennai","Jay Vijayan","Seed Funding",500000,"","29/03/2016",29,3,2016,"03-2016","29/03/2016","29","03","2016","03-2016"
"760",1230,5536,"30/3/2016","Touchkin","Healthcare","Predictive Healthcare platform","Bangalore","Alok Mittal, Amit Gupta, Anuj Srivastava, Himanshu Aggarwal, Raghunandan G, Puneet Agarwal","Seed Funding",400000,"","30/03/2016",30,3,2016,"03-2016","30/03/2016","30","03","2016","03-2016"
"761",1234,5537,"02/2/2016","Altizone","Technology","IoT & M2M Solutions","Pune","Wipro Ventures,  Lumis Partners","Private Equity",4000000,"","02/02/2016",2,2,2016,"02-2016","02/02/2016","02","02","2016","02-2016"
"762",1236,5538,"02/2/2016","Strike","Consumer Internet","Mobile Email productivity tool","Bangalore","Multiple investors through Ten Minute Million competition","Seed Funding",22500,"","02/02/2016",2,2,2016,"02-2016","02/02/2016","02","02","2016","02-2016"
"763",1237,5539,"02/2/2016","MaaxMarket","Consumer Internet","Marketing Automation platform","","Multiple investors through Ten Minute Million competition","Seed Funding",22500,"","02/02/2016",2,2,2016,"02-2016","02/02/2016","02","02","2016","02-2016"
"764",1238,5540,"02/2/2016","Gamooz","Technology","Augmented Reality Solutions","Gurgaon","Multiple investors through Ten Minute Million competition","Seed Funding",22500,"","02/02/2016",2,2,2016,"02-2016","02/02/2016","02","02","2016","02-2016"
"765",1239,5541,"02/2/2016","SoundSurround","Technology","Audio Technology Solutions","Mumbai","Multiple investors through Ten Minute Million competition","Seed Funding",22500,"","02/02/2016",2,2,2016,"02-2016","02/02/2016","02","02","2016","02-2016"
"766",1240,5542,"03/2/2016","Mazkara","Consumer Internet","Beauty & Wellness Platform","Pune","Dunamis Ventures Pte Ltd.","Seed Funding",1000000,"","03/02/2016",3,2,2016,"02-2016","03/02/2016","03","02","2016","02-2016"
"767",12401,5543,"03/2/2016","Mazkara","Consumer Internet","Beauty & Wellness Platform","Dubai","Dunamis Ventures Pte Ltd.","Seed Funding",1000000,"","03/02/2016",3,2,2016,"02-2016","03/02/2016","03","02","2016","02-2016"
"768",1241,5544,"03/2/2016","RoadGods","ECommerce","Auto Spare Parts eTailer","New Delhi","Green House Ventures (GHV)","Seed Funding",100000,"","03/02/2016",3,2,2016,"02-2016","03/02/2016","03","02","2016","02-2016"
"769",1242,5545,"03/2/2016","Pindropmusic","Consumer Internet","Music Discovery Mobile App","Noida","Green House Ventures (GHV)","Seed Funding",100000,"","03/02/2016",3,2,2016,"02-2016","03/02/2016","03","02","2016","02-2016"
"770",1243,5546,"03/2/2016","Woodpie","Consumer Internet","Book Recommendation Service","Bangalore","Ingram Content Group","Seed Funding",30000,"","03/02/2016",3,2,2016,"02-2016","03/02/2016","03","02","2016","02-2016"
"771",1244,5547,"04/02/2016","Perfumery","ECommerce","Fragrances & Perfume eTailer","New Delhi","Oranda Global & Others","Seed Funding",30000,"","04/02/2016",4,2,2016,"02-2016","04/02/2016","04","02","2016","02-2016"
"772",1246,5548,"05/02/2016","ZenDrive","Technology","Safe Driving Data & Analytics platform","Bangalore","Sherpa Capital, Nyca Partners and Thomvest Ventures","Private Equity",13500000,"","05/02/2016",5,2,2016,"02-2016","05/02/2016","05","02","2016","02-2016"
"773",12461,5549,"05/02/2016","ZenDrive","Technology","Safe Driving Data & Analytics platform","SFO","Sherpa Capital, Nyca Partners and Thomvest Ventures","Private Equity",13500000,"","05/02/2016",5,2,2016,"02-2016","05/02/2016","05","02","2016","02-2016"
"774",1250,5550,"05/02/2016","Gingercrush","Ecommerce","Personalized Products & Merchandize eTailer","Vadodara","Saha Fund, TV Mohandas Pai, Zia Mody, Mumbai Angels, Ananda Kallugadde, Rakesh Desai, Rakesh Malhotra","Private Equity",1000000,"","05/02/2016",5,2,2016,"02-2016","05/02/2016","05","02","2016","02-2016"
"775",1251,5551,"05/02/2016","American Vision","Consumer Internet","Optical Store Aggregator Platform","Pune","Undisclosed investors","Seed Funding",81000,"","05/02/2016",5,2,2016,"02-2016","05/02/2016","05","02","2016","02-2016"
"776",1252,5552,"05/02/2016","DawaiLelo","Consumer Internet","Healthcare Services & Online Pharmacy Mobile App","Varanasi","Undisclosed investors","Seed Funding",52000,"","05/02/2016",5,2,2016,"02-2016","05/02/2016","05","02","2016","02-2016"
"777",1253,5553,"06/02/2016","Heads Up For Tails","Ecommerce","Pet Products eTailer","New Delhi","Undisclosed investors","Seed Funding",1000000,"","06/02/2016",6,2,2016,"02-2016","06/02/2016","06","02","2016","02-2016"
"778",1256,5554,"08/02/2016","iStyleYou","Consumer Internet","Personal Fashion Stylist App","Gurgaon","Green House Ventures (GHV)","Seed Funding",100000,"","08/02/2016",8,2,2016,"02-2016","08/02/2016","08","02","2016","02-2016"
"779",1257,5555,"08/02/2016","AdUrCup","Consumer Internet","Ad Network","New Delhi","Green House Ventures (GHV)","Seed Funding",100000,"","08/02/2016",8,2,2016,"02-2016","08/02/2016","08","02","2016","02-2016"
"780",1261,5556,"08/02/2016","Xpressbees","ECommerce","ECommerce Logistics solutions","Pune","SAIF Partners, IDG Ventures India, Vertex Ventures, Valiant Capital","Private Equity",12500000,"","08/02/2016",8,2,2016,"02-2016","08/02/2016","08","02","2016","02-2016"
"781",1266,5557,"10/02/2016","Capzest","Consumer Internet","Digital Lending Platform","Mumbai","Lion Ventures","Seed Funding",200000,"","10/02/2016",10,2,2016,"02-2016","10/02/2016","10","02","2016","02-2016"
"782",1268,5558,"10/02/2016","Affimity","Consumer Internet","Social Networking platform","Bangalore","undisclosed investors","Seed Funding",1200000,"","10/02/2016",10,2,2016,"02-2016","10/02/2016","10","02","2016","02-2016"
"783",1269,5559,"10/02/2016","Anandakanda","Technology","Medicine Intake Reminder System","Pune","undisclosed investors","Seed Funding",150000,"","10/02/2016",10,2,2016,"02-2016","10/02/2016","10","02","2016","02-2016"
"784",1274,5560,"12/02/2016","ActOnMagic","Technology","Cloud Analytics and Management Products","Bangalore","Jayabalan Subramanian","Seed Funding",125000,"","12/02/2016",12,2,2016,"02-2016","12/02/2016","12","02","2016","02-2016"
"785",1275,5561,"12/02/2016","Bonhomia","Food & Beverage","premium Tea and Coffee","New Delhi","Alok Rawat, Grey Orange Robotics","Seed Funding",1000000,"","12/02/2016",12,2,2016,"02-2016","12/02/2016","12","02","2016","02-2016"
"786",1276,5562,"12/02/2016","iGrenEnergi","Technology","Solar Power Solutions","Mumbai","Sunil Mehta","Seed Funding",1000000,"","12/02/2016",12,2,2016,"02-2016","12/02/2016","12","02","2016","02-2016"
"787",1277,5563,"12/02/2016","RKSV","Consumer Internet","Online Stock Trading Platform","Mumbai","Kalaari Capital","Private Equity",4000000,"","12/02/2016",12,2,2016,"02-2016","12/02/2016","12","02","2016","02-2016"
"788",1278,5564,"15/02/2016","Aasaanjobs","Consumer Internet","Online Recruitment Marketplace","Mumbai","Aspada Advisors, IDG Ventures,  Inventus Capital","Private Equity",5000000,"","15/02/2016",15,2,2016,"02-2016","15/02/2016","15","02","2016","02-2016"
"789",1279,5565,"15/02/2016","Snapdeal","eCommerce","Horizontal Online Marketplace","New Delhi","Ontario Teachers’ Pension Plan & Others","Private Equity",200000000,"","15/02/2016",15,2,2016,"02-2016","15/02/2016","15","02","2016","02-2016"
"790",1282,5566,"15/02/2016","GoYaNo","Consumer Internet","Events & Restaurant Discovery Marketplace App","Gurgaon","Mukesh Kumar Gupta","Seed Funding",50000,"","15/02/2016",15,2,2016,"02-2016","15/02/2016","15","02","2016","02-2016"
"791",1283,5567,"15/02/2016","RentSher","Consumer Internet","Online Household Product Rental platform","Bangalore","Vaibhav Doshi, Abhay Singhal, Vibhu Garg, Joby Babu, Abhishek Acharya, Manish Shah","Seed Funding",300000,"","15/02/2016",15,2,2016,"02-2016","15/02/2016","15","02","2016","02-2016"
"792",1284,5568,"15/02/2016","Buddy","Finance","Micro Lending Platform for eCommerce purchases","Bangalore","Blume Ventures,  Tracxn Labs","Seed Funding",500000,"","15/02/2016",15,2,2016,"02-2016","15/02/2016","15","02","2016","02-2016"
"793",1286,5569,"16/02/2016","TableHero","Consumer Internet","Dynamic Restaurant Website creator","Bangalore","GrowX Ventures, Kunal Shah, Sandeep Tandon, Haresh Chawla, Powai Lake Ventures, Globevestor","Seed Funding",1000000,"","16/02/2016",16,2,2016,"02-2016","16/02/2016","16","02","2016","02-2016"
"794",1287,5570,"16/02/2016","BetterPlace","Technology","Data analytics based Verification services Platform","Bangalore","Unitus Seed Fund","Seed Funding",970000,"","16/02/2016",16,2,2016,"02-2016","16/02/2016","16","02","2016","02-2016"
"795",1289,5571,"16/02/2016","icustommadeit","eCommerce","Professional Custom creators Marketplace","Pune","Brand Capital, Siddhivinayak Skyscrapers, Dinesh R. Challa","Private Equity",4000000,"","16/02/2016",16,2,2016,"02-2016","16/02/2016","16","02","2016","02-2016"
"796",1293,5572,"17/02/2016","GameZop","Technology","Mobile Gaming Platform","New Delhi","KWAN Entertainment & Marketing Solutions, Powerhouse Ventures & Others","Seed Funding",350000,"","17/02/2016",17,2,2016,"02-2016","17/02/2016","17","02","2016","02-2016"
"797",1295,5573,"17/02/2016","The Viral Fever","Consumer Internet","Independent Online Video production company","Mumbai","Tiger Global","Private Equity",10000000,"","17/02/2016",17,2,2016,"02-2016","17/02/2016","17","02","2016","02-2016"
"798",1296,5574,"17/02/2016","Avanti Learning","Education","Private Coaching Classes","New Delhi","Michael & Susan Dell Foundation","Private Equity",5000000,"","17/02/2016",17,2,2016,"02-2016","17/02/2016","17","02","2016","02-2016"
"799",1299,5575,"18/02/2016","HealthKumbh","Consumer Internet","Health related Information portal","Ahmedabad","Undisclosed investor","Seed Funding",73000,"","18/02/2016",18,2,2016,"02-2016","18/02/2016","18","02","2016","02-2016"
"800",1302,5576,"18/02/2016","Careongo","ECommerce","Online Pharmacy store","New Delhi","Farooq Oomerbhoy & Other angel investors","Seed Funding",300000,"","18/02/2016",18,2,2016,"02-2016","18/02/2016","18","02","2016","02-2016"
"801",1303,5577,"18/02/2016","Ark Robot","Technology","Warehouse Automation","Bangalore","Qualcomm (Through QPrize Contest)","Seed Funding",350000,"","18/02/2016",18,2,2016,"02-2016","18/02/2016","18","02","2016","02-2016"
"802",1304,5578,"19/02/2016","Jaypore","ECommerce","Ethnic Products marketplace","New Delhi","Aavishkaar","Private Equity",5000000,"","19/02/2016",19,2,2016,"02-2016","19/02/2016","19","02","2016","02-2016"
"803",1307,5579,"19/02/2016","Advantage Club","Consumer Internet","mobile platform for corporate employee benefits","Gurgaon","Purvi Ventures & Others","Seed Funding",400000,"","19/02/2016",19,2,2016,"02-2016","19/02/2016","19","02","2016","02-2016"
"804",1309,5580,"22/02/2016","Baby Berry","Consumer Internet","Parenting Mobile app","Bangalore","Nitin Bagmane & Other undisclosed investors","Seed Funding",1000000,"","22/02/2016",22,2,2016,"02-2016","22/02/2016","22","02","2016","02-2016"
"805",1310,5581,"22/02/2016","Magicpin","Consumer Internet","Hyperlocal Discover Mobile App","New Delhi","Lightspeed India","Private Equity",3000000,"","22/02/2016",22,2,2016,"02-2016","22/02/2016","22","02","2016","02-2016"
"806",1311,5582,"22/02/2016","First Eat","Consumer Internet","Healthy Food Delivery platform","New Delhi","Undisclosed investor","Seed Funding",100000,"","22/02/2016",22,2,2016,"02-2016","22/02/2016","22","02","2016","02-2016"
"807",1313,5583,"22/02/2016","Taskbob","Consumer Internet","Hyperlocal Handyman services platform","Mumbai","IvyCap Ventures, Orios Venture Partners, Mayfield India","Private Equity",4500000,"","22/02/2016",22,2,2016,"02-2016","22/02/2016","22","02","2016","02-2016"
"808",1314,5584,"22/02/2016","Styledotme","Consumer Internet","Mobile Fashion App","New Delhi","Indian Angel Network","Seed Funding",37000,"","22/02/2016",22,2,2016,"02-2016","22/02/2016","22","02","2016","02-2016"
"809",1316,5585,"23/02/2016","CupoNation","Consumer Internet","Deals and Discount platform","Gurgaon","Rocket Internet AG, Holtzbrink Ventures, New Enterprise Associates (NEA), e.ventures, ru-Net, Deutsche Telekom Strategic Investments (DTSI), Silicon Valley Bank","Private Equity",11000000,"","23/02/2016",23,2,2016,"02-2016","23/02/2016","23","02","2016","02-2016"
"810",1318,5586,"24/02/2016","Sayfix","Consumer Internet","Hyperlocal Home Services Provider","Bangalore","Yajnanarayana Kammaje","Seed Funding",160000,"","24/02/2016",24,2,2016,"02-2016","24/02/2016","24","02","2016","02-2016"
"811",1320,5587,"24/02/2016","NoBroker","Consumer Internet","Peer to peer property listing platform","Bangalore","Beenext, Digital Garage, Beenos, Qualgro, Mamoru Taniya, SAIF Partners","Private Equity",10000000,"","24/02/2016",24,2,2016,"02-2016","24/02/2016","24","02","2016","02-2016"
"812",1321,5588,"24/02/2016","AppilyEver","Consumer Internet","Online wedding services marketplace","Hyderabad","Varun Aggarwal, Suresh Venkat, Raj Y","Seed Funding",400000,"","24/02/2016",24,2,2016,"02-2016","24/02/2016","24","02","2016","02-2016"
"813",1322,5589,"24/02/2016","Pocketin","Consumer Internet","Hotel reservations & Deal platform","Noida","Swastika Company Ltd","Seed Funding",150000,"","24/02/2016",24,2,2016,"02-2016","24/02/2016","24","02","2016","02-2016"
"814",1324,5590,"25/02/2016","OfBusiness","eCommerce","B2B commerce Marketplace","Gurgaon","Matrix Partners India","Private Equity",5000000,"","25/02/2016",25,2,2016,"02-2016","25/02/2016","25","02","2016","02-2016"
"815",1326,5591,"25/02/2016","Juspay","Consumer Internet","Digital Payments solutions","Bangalore","Accel Partners, Ashish Hemrajani, Parikshit Dar, Rajesh Balpande","Private Equity",5800000,"","25/02/2016",25,2,2016,"02-2016","25/02/2016","25","02","2016","02-2016"
"816",1327,5592,"25/02/2016","Funcart","eCommerce","Party Supplies Etailer","New Delhi","Undisclosed HNIs","Seed Funding",70000,"","25/02/2016",25,2,2016,"02-2016","25/02/2016","25","02","2016","02-2016"
"817",1328,5593,"26/02/2016","Freedom Smart Labs","Technology","IoT retail solutions","New Delhi","Kapil Goel","Seed Funding",145000,"","26/02/2016",26,2,2016,"02-2016","26/02/2016","26","02","2016","02-2016"
"818",1329,5594,"26/02/2016","EduBridge","Consumer Internet","Skill development and vocational training platform","Mumbai","Insitor Impact Asia Fund, Acumen Fund","Private Equity",2500000,"","26/02/2016",26,2,2016,"02-2016","26/02/2016","26","02","2016","02-2016"
"819",1331,5595,"29/02/2016","Hopscotch","eCommerce","Baby & Kids Products Online Flash sales platform","Mumbai","Eduardo Saverin","Private Equity",13000000,"","29/02/2016",29,2,2016,"02-2016","29/02/2016","29","02","2016","02-2016"
"820",1337,5596,"04/1/2016","B9 Beverages","Food & Beverage","Craft Beer manufacturing company","New Delhi","Sequoia Capital, Kunal Bahl, Rohit Bansal, Deepinder Goyal, Ashish Dhawan, Mayank Singhal","Private Equity",6000000,"","04/01/2016",4,1,2016,"01-2016","04/01/2016","04","01","2016","01-2016"
"821",1339,5597,"05/1/2016","MyChild App","Education","Child Disorder Information & Education","Bhopal","Samir Bangara, Anisha Mittal, Amit Gupta, Pallav Nadhani, Lalit Mangal, Arihant Patni, Dr. Ritesh Malik, Deobrat Singh, Saurab Paruthi, Singapore Angel Network.","Seed Funding",100000,"","05/01/2016",5,1,2016,"01-2016","05/01/2016","05","01","2016","01-2016"
"822",1341,5598,"05/1/2016","360Ride","Consumer Internet","Ride Sharing platform","Bangalore","Undisclosed","Seed Funding",150000,"","05/01/2016",5,1,2016,"01-2016","05/01/2016","05","01","2016","01-2016"
"823",1342,5599,"05/1/2016","AlefMobitech","Consumer Internet","Cloud Mobility Solutions","Mumbai","Tata Capital Innovation Fund","Private Equity",5000000,"","05/01/2016",5,1,2016,"01-2016","05/01/2016","05","01","2016","01-2016"
"824",1345,5600,"06/01/2016","Sensara","Technology","TV Search, Guide and Remote mobile app","Bangalore","Lalitesh Katragadda,  Ganayantrika Systems","Seed Funding",750000,"","06/01/2016",6,1,2016,"01-2016","06/01/2016","06","01","2016","01-2016"
"825",1346,5601,"06/01/2016","Zebpay","Consumer Internet","Bitcoin Buying & Selling Mobile App","Ahmedabad","Arjun Handa, Amit Jindal, Nagendra Chaudhary","Private Equity",1000000,"","06/01/2016",6,1,2016,"01-2016","06/01/2016","06","01","2016","01-2016"
"826",1347,5602,"06/01/2016","PlanMyMedicalTrip","Healthcare","Medical Tourism platform","Pune","Bhanu Vikram Parsotam, Rohan Desai and Paras Patel","Seed Funding",150000,"","06/01/2016",6,1,2016,"01-2016","06/01/2016","06","01","2016","01-2016"
"827",1348,5603,"06/01/2016","MyCity4Kids","Education","Children Education & Information platform","Gurgaon","SIDBI Venture Capital Limited, YourNest Angel Fund","Private Equity",3000000,"","06/01/2016",6,1,2016,"01-2016","06/01/2016","06","01","2016","01-2016"
"828",1349,5604,"06/01/2016","Justdakhila.com","Education","School Student admissions platform","New Delhi","Ankur Gupta","Seed Funding",750000,"","06/01/2016",6,1,2016,"01-2016","06/01/2016","06","01","2016","01-2016"
"829",1352,5605,"07/01/2016","Infurnia","Consumer Internet","Online Furniture Customization platform","Bangalore","Idein Ventures","Seed Funding",160000,"","07/01/2016",7,1,2016,"01-2016","07/01/2016","07","01","2016","01-2016"
"830",1353,5606,"07/01/2016","Myly","Education","Mobile Based Education platform","Jaipur","Newbie Promoter Pvt Ltd","Seed Funding",100000,"","07/01/2016",7,1,2016,"01-2016","07/01/2016","07","01","2016","01-2016"
